1,41.18,25.27
4,41.21,25.28
6,41.22,25.53
8,41.22,26.05
3,41.2,25.22
5,41.21,25.55
2,41.19,25.1
7,41.22,25.56
9,41.23,25.06
10,41.23,25.33
1,41.18,25.27
