1,41.18,25.27
2,41.19,25.1
3,41.2,25.22
7,41.22,25.56
8,41.22,26.05
4,41.21,25.28
9,41.23,25.33
6,41.22,25.53
5,41.21,25.55
10,41.23,25.38
1,41.18,25.27
